,"total_population_cvd_death_rate_per_100,000_residents_cdc_2016_2021"
2824,262.3666666666667
2825,245.79999999999998
2826,233.86666666666665
2827,249.23333333333335
2828,128.39999999999998
2829,189.6
2830,220.5666666666667
2831,213.63333333333333
2832,277.1333333333333
2833,212.1
2834,307.0
2835,297.0
2836,291.40000000000003
2837,209.13333333333335
2838,278.59999999999997
2839,222.46666666666667
2840,211.6
2841,214.76666666666665
2842,211.79999999999998
2843,266.0333333333333
2844,214.13333333333333
2845,225.36666666666667
2846,203.46666666666667
2847,223.86666666666667
2848,255.66666666666666
2849,374.3666666666666
2850,199.5
2851,187.63333333333333
2852,201.29999999999998
2853,339.56666666666666
2854,286.2
2855,219.6
2856,356.2666666666667
2857,229.03333333333333
2858,124.60000000000001
2859,211.6
2860,154.33333333333334
2861,171.1
2862,208.66666666666666
2863,182.26666666666665
2864,208.13333333333333
2865,399.09999999999997
2866,208.23333333333335
2867,201.86666666666665
2868,317.0
2869,260.76666666666665
2870,239.96666666666667
2871,202.4
2872,208.5
2873,207.03333333333333
2874,341.3666666666666
2875,258.76666666666665
2876,248.79999999999998
2877,205.23333333333335
2878,225.26666666666665
2879,205.66666666666666
2880,240.79999999999998
2881,195.36666666666667
2882,310.06666666666666
2883,222.76666666666665
2884,166.79999999999998
2885,236.66666666666666
2886,193.73333333333335
2887,223.13333333333333
2888,242.0
2889,268.16666666666663
2890,259.1666666666667
2891,135.8
2892,217.36666666666667
2893,281.2
2894,279.0
2895,209.43333333333337
2896,221.83333333333334
2897,125.56666666666668
2898,479.3
2899,240.76666666666665
2900,267.1333333333334
2901,245.86666666666667
2902,205.76666666666665
2903,229.66666666666666
2904,211.9
2905,254.76666666666665
2906,285.8
2907,268.56666666666666
2908,231.5
2909,306.40000000000003
2910,311.6333333333333
2911,201.29999999999998
2912,237.4666666666667
2913,237.80000000000004
2914,383.90000000000003
2915,228.76666666666665
2916,212.76666666666665
2917,279.59999999999997
2918,200.6
2919,262.06666666666666
2920,177.4333333333333
2921,154.5666666666667
2922,262.8333333333333
2923,281.3333333333333
2924,186.9333333333333
2925,237.46666666666667
2926,236.0
2927,203.9666666666667
2928,294.83333333333337
2929,204.9333333333333
2930,197.56666666666663
2931,276.3666666666666
2932,267.43333333333334
2933,266.1
2934,204.5
2935,276.23333333333335
2936,237.86666666666667
2937,184.86666666666665
2938,190.53333333333333
2939,256.6666666666667
2940,234.36666666666665
2941,227.0666666666667
2942,266.2333333333333
2943,280.99999999999994
2944,199.1
2945,228.66666666666666
2946,237.9333333333333
2947,248.5
2948,216.9
2949,172.9
2950,215.9
2951,298.3666666666667
2952,277.73333333333335
2953,169.06666666666666
2954,203.6
2955,207.76666666666665
2956,192.83333333333334
2957,166.63333333333335
2958,190.76666666666665
2959,201.53333333333333
2960,197.96666666666667
2961,236.26666666666665
2962,175.73333333333335
2963,202.46666666666667
2964,190.69999999999996
2965,208.86666666666665
2966,213.13333333333335
2967,221.70000000000002
2968,177.20000000000002
2969,178.29999999999998
2970,160.53333333333333
2971,200.73333333333335
2972,183.5
2973,173.4
2974,242.86666666666667
2975,197.86666666666667
2976,206.4333333333333
2977,193.0333333333333
2978,249.33333333333334
2979,192.66666666666666
2980,218.23333333333335
2981,131.4333333333333
2982,187.0333333333333
2983,178.53333333333333
2984,176.63333333333335
2985,193.13333333333333
2986,193.6
2987,183.0
2988,232.66666666666666
2989,186.63333333333333
2990,175.70000000000002
2991,205.36666666666667
2992,249.5
2993,249.86666666666667
2994,231.86666666666667
2995,282.6333333333333
2996,235.13333333333333
2997,264.26666666666665
2998,250.66666666666666
2999,241.4333333333333
3000,257.6333333333333
3001,220.19999999999996
3002,280.5333333333333
3003,251.9666666666667
3004,241.70000000000002
3005,258.3333333333333
3006,215.13333333333335
3007,282.93333333333334
3008,226.0333333333333
3009,281.8333333333333
3010,257.06666666666666
3011,210.0
3012,259.56666666666666
3013,310.3333333333333
3014,270.8666666666666
3015,318.9
3016,299.8
3017,251.5666666666667
3018,260.8666666666667
3019,302.3333333333333
3020,275.33333333333337
3021,259.53333333333336
3022,335.8
3023,223.79999999999998
3024,254.5
3025,234.0
3026,258.03333333333336
3027,266.03333333333336
3028,203.0333333333333
3029,257.73333333333335
3030,242.19999999999996
3031,247.03333333333333
3032,254.4333333333333
3033,301.2
3034,235.66666666666666
3035,256.8666666666666
3036,253.1
3037,279.26666666666665
3038,263.76666666666665
3039,251.4
3040,230.73333333333335
3041,239.63333333333333
3042,240.66666666666666
3043,253.0666666666667
3044,264.7
3045,256.76666666666665
3046,262.59999999999997
3047,309.6
3048,206.0
3049,246.83333333333334
3050,204.03333333333333
3051,187.96666666666667
3052,218.26666666666665
3053,209.6
3054,194.16666666666666
3055,203.5
3056,209.0
3057,207.53333333333333
3058,202.86666666666667
3059,191.9333333333333
3060,162.4
3061,233.63333333333333
3062,186.16666666666666
3063,196.73333333333335
3064,199.5666666666667
3065,210.33333333333334
3066,228.70000000000002
3067,206.4333333333333
3068,233.03333333333333
3069,196.29999999999998
3070,197.20000000000002
3071,253.76666666666665
3072,188.0666666666667
3073,237.4333333333333
3074,206.13333333333333
3075,209.1
3076,204.16666666666666
3077,232.53333333333333
3078,194.0
3079,192.9
3080,189.29999999999998
3081,216.6
3082,209.9
3083,216.73333333333335
3084,202.96666666666667
3085,265.7
3086,202.13333333333333
3087,232.13333333333333
3088,250.63333333333335
3089,202.13333333333333
3090,230.66666666666666
3091,218.36666666666665
3092,203.6
3093,182.23333333333335
3094,204.83333333333334
3095,190.9
3096,199.79999999999998
3097,185.33333333333334
3098,224.4
3099,233.9
3100,199.9666666666667
3101,222.9
3102,215.56666666666663
3103,198.19999999999996
3104,222.0
3105,219.46666666666667
3106,224.33333333333334
3107,181.33333333333334
3108,206.5
3109,212.79999999999998
3110,202.76666666666665
3111,230.79999999999998
3112,206.29999999999998
3113,204.4
3114,199.0
3115,172.0
3116,231.4
3117,213.19999999999996
3118,184.4
3119,198.63333333333333
3120,175.26666666666665
3121,226.76666666666665
3122,204.1
3123,209.76666666666665
3124,200.6
3125,202.63333333333333
3126,222.03333333333333
3127,185.4
3128,216.20000000000002
3129,207.80000000000004
3130,175.96666666666667
3131,203.9333333333333
3132,206.86666666666667
3133,195.03333333333333
3134,197.33333333333334
3135,183.76666666666665
3136,200.96666666666667
3137,165.26666666666665
3138,231.39999999999998
3139,114.36666666666667
3140,224.70000000000002
3141,212.33333333333334
3142,199.0
