,statecounty,allrace_cvd_mortality_per_100k_2018_2020,api_cvd_mortality_per_100k_2018_2020
1780,38Logan County,208.9,
1781,38McHenry County,282.3,
1782,38McIntosh County,335.9,
1783,38McKenzie County,326.3,
1784,38McLean County,341.5,
1785,38Mercer County,264.3,
1786,38Morton County,283.2,
1787,38Mountrail County,545.0,
1788,38Nelson County,322.1,
1789,38Oliver County,263.3,
1790,38Pembina County,266.7,
1791,38Pierce County,306.9,
1792,38Ramsey County,316.1,
1793,38Ransom County,277.2,
1794,38Renville County,270.1,
1795,38Richland County,290.5,
1796,38Rolette County,496.1,
1797,38Sargent County,275.8,
1798,38Sheridan County,253.9,
1799,38Sioux County,517.4,
1800,38Slope County,271.5,
1801,38Stark County,266.2,
1802,38Steele County,261.0,
1803,38Stutsman County,278.7,
1804,38Towner County,305.7,
1805,38Traill County,262.0,
1806,38Walsh County,306.2,
1807,38Ward County,254.9,
1808,38Wells County,284.1,
1809,38Williams County,335.9,
1810,31Adams County,298.3,
1811,31Antelope County,303.5,
1812,31Arthur County,273.1,
1813,31Banner County,276.6,
1814,31Blaine County,317.1,
1815,31Boone County,314.1,
1816,31Box Butte County,333.3,
1817,31Boyd County,381.8,
1818,31Brown County,297.4,
1819,31Buffalo County,293.5,
1820,31Burt County,315.3,
1821,31Butler County,276.0,
1822,31Cass County,277.9,109.8
1823,31Cedar County,297.7,
1824,31Chase County,263.1,
1825,31Cherry County,282.4,
1826,31Cheyenne County,291.5,
1827,31Clay County,332.6,
1828,31Colfax County,283.5,
1829,31Cuming County,309.5,
1830,31Custer County,291.5,
1831,31Dakota County,276.8,
1832,31Dawes County,314.6,
1833,31Dawson County,287.8,
1834,31Deuel County,261.0,
1835,31Dixon County,345.3,
1836,31Dodge County,262.3,
1837,31Douglas County,257.1,104.4
1838,31Dundy County,288.2,
1839,31Fillmore County,293.0,
1840,31Franklin County,302.0,
1841,31Frontier County,287.4,
1842,31Furnas County,297.2,
1843,31Gage County,280.5,
1844,31Garden County,333.6,
1845,31Garfield County,318.0,
1846,31Gosper County,297.3,
1847,31Grant County,340.4,
1848,31Greeley County,286.8,
1849,31Hall County,284.1,
1850,31Hamilton County,276.3,
1851,31Harlan County,309.8,
1852,31Hayes County,268.2,
1853,31Hitchcock County,307.2,
1854,31Holt County,307.7,
1855,31Hooker County,284.3,
1856,31Howard County,282.8,
1857,31Jefferson County,344.9,
1858,31Johnson County,272.0,
1859,31Kearney County,293.8,
1860,31Keith County,243.6,
1861,31Keya Paha County,296.5,
1862,31Kimball County,264.9,
1863,31Knox County,305.5,
1864,31Lancaster County,271.8,109.7
1865,31Lincoln County,267.0,
1866,31Logan County,282.0,
1867,31Loup County,333.5,
1868,31McPherson County,257.7,
1869,31Madison County,330.4,
1870,31Merrick County,289.0,
1871,31Morrill County,353.5,
1872,31Nance County,297.8,
1873,31Nemaha County,272.7,
1874,31Nuckolls County,333.1,
1875,31Otoe County,276.6,
1876,31Pawnee County,276.2,
1877,31Perkins County,258.5,
1878,31Phelps County,293.1,
1879,31Pierce County,279.2,
1880,31Platte County,305.1,
1881,31Polk County,290.5,
1882,31Red Willow County,305.9,
1883,31Richardson County,283.3,
1884,31Rock County,358.5,
1885,31Saline County,321.6,
1886,31Sarpy County,255.1,105.8
1887,31Saunders County,266.0,107.8
1888,31Scotts Bluff County,279.0,
1889,31Seward County,276.5,
1890,31Sheridan County,350.9,
1891,31Sherman County,287.8,
1892,31Sioux County,287.7,
1893,31Stanton County,289.6,
1894,31Thayer County,367.4,
1895,31Thomas County,303.1,
1896,31Thurston County,416.3,
1897,31Valley County,301.5,
1898,31Washington County,245.1,
1899,31Wayne County,298.1,
1900,31Webster County,323.2,
1901,31Wheeler County,286.1,
1902,31York County,290.4,
1903,33Belknap County,299.3,
1904,33Carroll County,270.0,
1905,33Cheshire County,275.2,100.2
1906,33Coos County,318.5,
1907,33Grafton County,284.4,
1908,33Hillsborough County,279.5,102.6
1909,33Merrimack County,283.3,77.1
1910,33Rockingham County,278.6,86.9
1911,33Strafford County,289.7,84.7
1912,33Sullivan County,280.5,
1913,34Atlantic County,386.4,176.3
1914,34Bergen County,257.9,105.8
1915,34Burlington County,327.3,157.8
1916,34Camden County,355.3,158.5
1917,34Cape May County,388.8,207.7
1918,34Cumberland County,426.2,187.6
1919,34Essex County,312.3,137.2
1920,34Gloucester County,384.9,154.9
1921,34Hudson County,281.8,180.9
1922,34Hunterdon County,252.3,151.7
1923,34Mercer County,309.5,159.6
1924,34Middlesex County,289.7,164.1
1925,34Monmouth County,307.9,161.8
1926,34Morris County,275.0,141.8
1927,34Ocean County,393.9,159.5
1928,34Passaic County,304.7,160.3
1929,34Salem County,433.7,131.8
1930,34Somerset County,256.7,149.3
1931,34Sussex County,339.0,151.0
1932,34Union County,285.6,143.8
1933,34Warren County,335.2,150.3
1934,35Bernalillo County,309.6,149.9
1935,35Catron County,320.6,
1936,35Chaves County,475.3,
1937,35Cibola County,307.0,152.3
1938,35Colfax County,222.5,
1939,35Curry County,361.2,
1940,35De Baca County,415.1,
1941,35Do+�+___a Ana County,264.1,176.9
1942,35Eddy County,388.4,
1943,35Grant County,335.5,
1944,35Guadalupe County,321.1,
1945,35Harding County,239.4,
1946,35Hidalgo County,349.3,
1947,35Lea County,390.0,
1948,35Lincoln County,288.6,
1949,35Los Alamos County,214.2,
1950,35Luna County,414.1,
1951,35McKinley County,270.7,
1952,35Mora County,218.4,
1953,35Otero County,322.3,191.0
1954,35Quay County,395.6,
1955,35Rio Arriba County,286.8,
1956,35Roosevelt County,370.0,
1957,35Sandoval County,277.8,140.1
1958,35San Juan County,260.9,
1959,35San Miguel County,254.9,
1960,35Santa Fe County,209.9,141.5
1961,35Sierra County,368.4,
1962,35Socorro County,315.7,
1963,35Taos County,206.9,
1964,35Torrance County,313.7,148.6
1965,35Union County,296.3,
1966,35Valencia County,309.5,157.5
1967,32Churchill County,408.2,225.2
1968,32Clark County,386.3,242.3
1969,32Douglas County,253.8,118.9
1970,32Elko County,331.7,
1971,32Esmeralda County,426.9,
1972,32Eureka County,403.3,
1973,32Humboldt County,351.9,226.5
1974,32Lander County,393.6,
1975,32Lincoln County,344.7,242.2
1976,32Lyon County,369.0,227.4
1977,32Mineral County,368.0,273.5
1978,32Nye County,475.3,243.9
1979,32Pershing County,361.3,
1980,32Storey County,332.8,234.2
1981,32Washoe County,356.8,221.7
1982,32White Pine County,327.9,258.6
1983,32Carson City,423.0,189.6
1984,36Albany County,319.5,174.8
1985,36Allegany County,324.0,
1986,36Bronx County,398.9,253.9
1987,36Broome County,326.0,184.9
1988,36Cattaraugus County,385.6,157.5
1989,36Cayuga County,342.7,115.7
1990,36Chautauqua County,366.1,165.9
1991,36Chemung County,407.7,
1992,36Chenango County,446.7,
1993,36Clinton County,314.1,
1994,36Columbia County,318.4,158.6
1995,36Cortland County,315.2,132.1
1996,36Delaware County,373.0,167.1
1997,36Dutchess County,332.8,132.0
1998,36Erie County,330.7,168.8
1999,36Essex County,282.3,
2000,36Franklin County,315.8,
2001,36Fulton County,355.9,
2002,36Genesee County,330.4,146.4
2003,36Greene County,350.9,179.3
2004,36Hamilton County,315.2,
2005,36Herkimer County,342.8,215.8
2006,36Jefferson County,351.6,
2007,36Kings County,406.0,229.7
2008,36Lewis County,344.4,196.1
2009,36Livingston County,280.0,113.5
2010,36Madison County,264.0,143.6
2011,36Monroe County,255.4,119.2
2012,36Montgomery County,362.8,167.6
2013,36Nassau County,361.0,208.5
2014,36New York County,267.3,192.0
2015,36Niagara County,405.8,199.4
2016,36Oneida County,335.2,223.0
2017,36Onondaga County,285.9,135.0
2018,36Ontario County,257.3,111.2
2019,36Orange County,306.1,158.6
2020,36Orleans County,364.1,159.2
2021,36Oswego County,346.7,144.8
2022,36Otsego County,323.1,188.2
2023,36Putnam County,313.5,131.5
2024,36Queens County,353.6,222.8
2025,36Rensselaer County,337.6,168.1
2026,36Richmond County,470.3,246.7
2027,36Rockland County,286.2,131.8
2028,36St. Lawrence County,346.4,
2029,36Saratoga County,279.3,180.0
2030,36Schenectady County,341.5,182.5
2031,36Schoharie County,311.1,186.6
2032,36Schuyler County,311.9,
2033,36Seneca County,292.7,
2034,36Steuben County,347.0,
2035,36Suffolk County,332.2,202.1
2036,36Sullivan County,329.4,198.3
2037,36Tioga County,305.9,141.9
2038,36Tompkins County,253.1,94.3
2039,36Ulster County,319.8,163.5
2040,36Warren County,294.7,
2041,36Washington County,352.8,
2042,36Wayne County,288.7,115.5
2043,36Westchester County,279.1,129.6
2044,36Wyoming County,329.7,157.1
2045,36Yates County,279.5,
2046,39Adams County,424.5,
2047,39Allen County,415.0,
2048,39Ashland County,376.8,
2049,39Ashtabula County,433.6,183.7
2050,39Athens County,357.1,
2051,39Auglaize County,418.7,
2052,39Belmont County,458.3,
2053,39Brown County,397.9,
2054,39Butler County,327.1,124.9
2055,39Carroll County,397.0,
2056,39Champaign County,356.7,
2057,39Clark County,403.2,169.1
2058,39Clermont County,323.9,121.8
2059,39Clinton County,392.6,124.8
2060,39Columbiana County,389.4,
2061,39Coshocton County,389.9,
2062,39Crawford County,405.9,
2063,39Cuyahoga County,398.6,131.3
2064,39Darke County,422.7,802.3
2065,39Defiance County,331.4,181.9
2066,39Delaware County,293.2,229.3
2067,39Erie County,375.4,
2068,39Fairfield County,347.1,151.5
2069,39Fayette County,508.2,
2070,39Franklin County,339.0,150.1
2071,39Fulton County,356.9,
2072,39Gallia County,416.2,
2073,39Geauga County,268.4,135.9
2074,39Greene County,325.0,143.1
2075,39Guernsey County,423.7,
2076,39Hamilton County,348.1,123.7
2077,39Hancock County,327.4,
2078,39Hardin County,404.7,
2079,39Harrison County,441.3,
2080,39Henry County,372.3,
2081,39Highland County,365.8,
2082,39Hocking County,394.8,
2083,39Holmes County,366.8,
2084,39Huron County,391.3,
2085,39Jackson County,463.8,
2086,39Jefferson County,479.0,
2087,39Knox County,371.4,233.1
2088,39Lake County,360.2,129.9
2089,39Lawrence County,439.9,
2090,39Licking County,341.7,204.1
2091,39Logan County,406.6,
2092,39Lorain County,308.3,122.9
2093,39Lucas County,434.5,88.5
2094,39Madison County,367.5,154.7
2095,39Mahoning County,454.2,212.6
2096,39Marion County,401.8,243.0
2097,39Medina County,301.3,136.6
2098,39Meigs County,412.0,
2099,39Mercer County,530.7,
2100,39Miami County,389.9,265.8
2101,39Monroe County,353.3,
2102,39Montgomery County,372.3,137.9
2103,39Morgan County,331.4,
2104,39Morrow County,360.9,
2105,39Muskingum County,368.3,
2106,39Noble County,257.6,
2107,39Ottawa County,370.5,
2108,39Paulding County,327.9,
2109,39Perry County,468.1,
2110,39Pickaway County,399.8,143.8
2111,39Pike County,464.7,
2112,39Portage County,408.1,126.4
2113,39Preble County,373.0,75.0
2114,39Putnam County,354.6,
2115,39Richland County,393.9,
2116,39Ross County,387.0,
2117,39Sandusky County,365.5,
2118,39Scioto County,499.8,
2119,39Seneca County,455.5,
2120,39Shelby County,369.4,
2121,39Stark County,351.1,152.9
2122,39Summit County,360.6,137.9
2123,39Trumbull County,417.1,266.9
2124,39Tuscarawas County,368.5,
2125,39Union County,350.4,193.1
2126,39Van Wert County,357.5,361.4
2127,39Vinton County,397.2,
2128,39Warren County,310.1,128.3
2129,39Washington County,311.7,
2130,39Wayne County,365.4,157.4
2131,39Williams County,360.5,
2132,39Wood County,388.8,
2133,39Wyandot County,391.0,
2134,40Adair County,576.2,426.1
2135,40Alfalfa County,419.8,
2136,40Atoka County,504.1,
2137,40Beaver County,452.4,
2138,40Beckham County,465.9,
2139,40Blaine County,437.6,
2140,40Bryan County,422.1,
2141,40Caddo County,466.8,183.6
2142,40Canadian County,346.8,207.2
2143,40Carter County,472.5,
2144,40Cherokee County,499.7,
2145,40Choctaw County,524.2,
2146,40Cimarron County,356.6,
2147,40Cleveland County,346.7,210.7
2148,40Coal County,615.8,
2149,40Comanche County,398.8,189.0
2150,40Cotton County,401.0,
2151,40Craig County,539.4,
2152,40Creek County,477.2,231.1
2153,40Custer County,463.9,
2154,40Delaware County,472.8,170.4
2155,40Dewey County,463.9,
2156,40Ellis County,420.6,
2157,40Garfield County,426.2,
2158,40Garvin County,479.7,
2159,40Grady County,409.2,166.7
2160,40Grant County,414.2,
2161,40Greer County,459.0,
2162,40Harmon County,434.8,
2163,40Harper County,455.1,
2164,40Haskell County,606.7,
2165,40Hughes County,567.7,
2166,40Jackson County,433.9,
2167,40Jefferson County,473.1,
2168,40Johnston County,412.1,
2169,40Kay County,451.4,
2170,40Kingfisher County,375.5,
2171,40Kiowa County,483.7,
2172,40Latimer County,452.0,
2173,40Le Flore County,551.2,301.3
2174,40Lincoln County,446.1,217.0
2175,40Logan County,374.3,203.1
2176,40Love County,396.4,
2177,40McClain County,403.7,207.6
2178,40McCurtain County,519.1,
2179,40McIntosh County,610.4,
2180,40Major County,443.2,
2181,40Marshall County,406.7,
2182,40Mayes County,495.4,
2183,40Murray County,483.6,
2184,40Muskogee County,658.0,
2185,40Noble County,408.2,
2186,40Nowata County,471.4,
2187,40Okfuskee County,563.7,
2188,40Oklahoma County,424.4,209.0
2189,40Okmulgee County,579.1,250.4
2190,40Osage County,397.5,250.3
2191,40Ottawa County,587.3,
2192,40Pawnee County,512.7,229.4
2193,40Payne County,393.3,
2194,40Pittsburg County,594.7,
2195,40Pontotoc County,481.4,
2196,40Pottawatomie County,481.3,211.2
2197,40Pushmataha County,538.0,
2198,40Roger Mills County,435.1,
2199,40Rogers County,466.2,221.1
2200,40Seminole County,568.4,
2201,40Sequoyah County,562.8,249.9
2202,40Stephens County,481.2,272.2
2203,40Texas County,494.6,
2204,40Tillman County,431.5,
2205,40Tulsa County,473.4,231.8
2206,40Wagoner County,411.5,202.9
2207,40Washington County,492.5,241.6
2208,40Washita County,475.2,
2209,40Woods County,450.2,
2210,40Woodward County,467.3,
2211,41Baker County,327.0,
2212,41Benton County,223.2,118.9
2213,41Clackamas County,229.3,122.7
2214,41Clatsop County,267.1,115.7
2215,41Columbia County,283.3,133.5
2216,41Coos County,335.4,
2217,41Crook County,242.0,
2218,41Curry County,343.7,
2219,41Deschutes County,232.8,169.4
2220,41Douglas County,272.0,152.3
2221,41Gilliam County,250.0,
2222,41Grant County,288.9,
2223,41Harney County,294.0,
2224,41Hood River County,249.2,134.9
2225,41Jackson County,236.7,55.5
2226,41Jefferson County,279.8,191.5
2227,41Josephine County,256.5,
2228,41Klamath County,299.8,140.8
2229,41Lake County,289.8,218.8
2230,41Lane County,259.8,182.4
2231,41Lincoln County,254.2,138.4
2232,41Linn County,317.6,278.7
2233,41Malheur County,352.6,
2234,41Marion County,239.6,181.5
2235,41Morrow County,272.7,
2236,41Multnomah County,259.7,132.1
2237,41Polk County,225.5,124.3
2238,41Sherman County,269.3,
2239,41Tillamook County,239.1,113.9
2240,41Umatilla County,271.5,
2241,41Union County,289.8,
2242,41Wallowa County,288.7,
2243,41Wasco County,252.1,133.3
2244,41Washington County,215.0,126.3
2245,41Wheeler County,279.1,
2246,41Yamhill County,267.8,121.6
2247,42Adams County,339.0,161.0
2248,42Allegheny County,371.0,176.7
2249,42Armstrong County,351.8,180.7
2250,42Beaver County,384.7,176.3
2251,42Bedford County,341.6,
2252,42Berks County,328.3,129.8
2253,42Blair County,440.1,
2254,42Bradford County,359.5,
2255,42Bucks County,262.0,160.8
2256,42Butler County,340.5,170.1
2257,42Cambria County,359.1,
2258,42Cameron County,353.2,
2259,42Carbon County,334.1,165.1
2260,42Centre County,287.4,135.3
2261,42Chester County,282.2,103.7
2262,42Clarion County,370.4,
2263,42Clearfield County,357.7,
2264,42Clinton County,386.7,
2265,42Columbia County,346.9,
2266,42Crawford County,366.8,311.6
2267,42Cumberland County,327.7,149.8
2268,42Dauphin County,333.7,137.7
2269,42Delaware County,320.0,139.6
2270,42Elk County,337.7,
2271,42Erie County,321.0,197.9
2272,42Fayette County,453.1,
2273,42Forest County,349.4,
2274,42Franklin County,307.4,135.4
2275,42Fulton County,357.7,
2276,42Greene County,432.1,
2277,42Huntingdon County,292.2,
2278,42Indiana County,346.9,
2279,42Jefferson County,341.0,
2280,42Juniata County,337.3,
2281,42Lackawanna County,420.0,193.6
2282,42Lancaster County,283.7,127.5
2283,42Lawrence County,409.4,144.1
2284,42Lebanon County,365.3,134.0
2285,42Lehigh County,285.3,150.1
2286,42Luzerne County,391.3,198.8
2287,42Lycoming County,312.0,
2288,42McKean County,395.9,
2289,42Mercer County,409.3,404.9
2290,42Mifflin County,309.2,
2291,42Monroe County,358.4,169.3
2292,42Montgomery County,284.3,123.2
2293,42Montour County,278.6,
2294,42Northampton County,297.6,166.6
2295,42Northumberland County,399.1,152.5
2296,42Perry County,326.7,147.6
2297,42Philadelphia County,397.1,158.1
2298,42Pike County,294.1,178.0
2299,42Potter County,285.4,
2300,42Schuylkill County,477.3,160.6
2301,42Snyder County,308.5,
2302,42Somerset County,356.5,
2303,42Sullivan County,363.0,
2304,42Susquehanna County,334.6,192.7
2305,42Tioga County,323.9,
2306,42Union County,264.5,
2307,42Venango County,394.8,
2308,42Warren County,330.1,
2309,42Washington County,331.0,177.8
2310,42Wayne County,374.8,185.2
2311,42Westmoreland County,348.8,175.1
2312,42Wyoming County,399.3,203.7
2313,42York County,280.2,152.0
2314,72Adjuntas Municipio,234.1,
2315,72Aguada Municipio,215.2,
2316,72Aguadilla Municipio,220.7,
2317,72Aguas Buenas Municipio,194.4,
2318,72Aibonito Municipio,205.7,
2319,72Anasco Municipio,211.0,
2320,72Arecibo Municipio,195.6,
2321,72Arroyo Municipio,230.3,
2322,72Barceloneta Municipio,194.6,
2323,72Barranquitas Municipio,154.5,
2324,72Bayamon Municipio,204.7,
2325,72Cabo Rojo Municipio,230.8,
2326,72Caguas Municipio,199.8,
2327,72Camuy Municipio,183.6,
2328,72Canovanas Municipio,186.4,
2329,72Carolina Municipio,192.3,
2330,72Catano Municipio,200.3,
2331,72Cayey Municipio,198.2,
2332,72Ceiba Municipio,197.4,
2333,72Ciales Municipio,209.6,
2334,72Cidra Municipio,184.3,
2335,72Coamo Municipio,231.5,
2336,72Comerio Municipio,165.7,
2337,72Corozal Municipio,179.1,
2338,72Culebra Municipio,227.5,
2339,72Dorado Municipio,179.5,
2340,72Fajardo Municipio,221.1,
2341,72Florida Municipio,229.0,
2342,72Guanica Municipio,273.1,
2343,72Guayama Municipio,218.4,
2344,72Guayanilla Municipio,276.5,
2345,72Guaynabo Municipio,197.1,
2346,72Gurabo Municipio,186.1,
2347,72Hatillo Municipio,162.0,
2348,72Hormigueros Municipio,222.2,
2349,72Humacao Municipio,165.9,
2350,72Isabela Municipio,200.9,
2351,72Jayuya Municipio,256.5,
2352,72Juana Diaz Municipio,251.1,
2353,72Juncos Municipio,184.9,
2354,72Lajas Municipio,250.9,
2355,72Lares Municipio,284.9,
2356,72Las Marias Municipio,223.7,
2357,72Las Piedras Municipio,176.0,
2358,72Loiza Municipio,189.0,
2359,72Luquillo Municipio,177.4,
2360,72Manati Municipio,213.0,
2361,72Maricao Municipio,201.4,
2362,72Maunabo Municipio,253.6,
2363,72Mayaguez Municipio,216.4,
2364,72Moca Municipio,216.4,
2365,72Morovis Municipio,183.5,
2366,72Naguabo Municipio,175.3,
2367,72Naranjito Municipio,174.3,
2368,72Orocovis Municipio,214.1,
2369,72Patillas Municipio,230.2,
2370,72Penuelas Municipio,269.6,
2371,72Ponce Municipio,273.2,
2372,72Quebradillas Municipio,184.2,
2373,72Rincon Municipio,201.0,
2374,72Rio Grande Municipio,186.6,
2375,72Sabana Grande Municipio,264.3,
2376,72Salinas Municipio,218.8,
2377,72San German Municipio,233.5,
2378,72San Juan Municipio,197.4,
2379,72San Lorenzo Municipio,186.6,
2380,72San Sebastian Municipio,211.2,
2381,72Santa Isabel Municipio,236.5,
2382,72Toa Alta Municipio,194.5,
2383,72Toa Baja Municipio,201.9,
2384,72Trujillo Alto Municipio,192.3,
2385,72Utuado Municipio,183.5,
2386,72Vega Alta Municipio,168.8,
2387,72Vega Baja Municipio,196.2,
2388,72Vieques Municipio,227.5,
2389,72Villalba Municipio,232.7,
2390,72Yabucoa Municipio,152.6,
2391,72Yauco Municipio,275.8,
2392,44Bristol County,277.2,180.3
2393,44Kent County,321.7,151.8
2394,44Newport County,230.9,140.8
2395,44Providence County,321.3,169.4
2396,44Washington County,287.2,124.9
2397,45Abbeville County,338.5,
2398,45Aiken County,338.3,195.6
2399,45Allendale County,429.8,
2400,45Anderson County,380.5,212.8
2401,45Bamberg County,385.0,
2402,45Barnwell County,383.2,
2403,45Beaufort County,186.9,
2404,45Berkeley County,257.8,138.6
2405,45Calhoun County,325.2,
2406,45Charleston County,254.6,139.7
2407,45Cherokee County,510.8,167.7
2408,45Chester County,410.6,
2409,45Chesterfield County,487.8,244.9
2410,45Clarendon County,331.4,122.3
2411,45Colleton County,452.7,132.1
2412,45Darlington County,558.8,
2413,45Dillon County,478.0,451.6
2414,45Dorchester County,272.6,141.2
2415,45Edgefield County,312.7,193.1
2416,45Fairfield County,398.1,
2417,45Florence County,424.8,
2418,45Georgetown County,323.5,130.2
2419,45Greenville County,289.5,164.7
2420,45Greenwood County,324.8,
2421,45Hampton County,355.9,
2422,45Horry County,323.5,146.2
2423,45Jasper County,291.0,158.3
2424,45Kershaw County,313.6,106.7
2425,45Lancaster County,323.1,156.2
2426,45Laurens County,332.3,179.5
2427,45Lee County,527.8,
2428,45Lexington County,308.6,143.4
2429,45McCormick County,284.3,173.8
2430,45Marion County,490.9,216.5
2431,45Marlboro County,656.8,
2432,45Newberry County,325.5,113.6
2433,45Oconee County,343.3,
2434,45Orangeburg County,320.0,155.3
2435,45Pickens County,393.3,165.4
2436,45Richland County,336.9,114.3
2437,45Saluda County,324.5,156.3
2438,45Spartanburg County,338.7,173.7
2439,45Sumter County,309.9,100.4
2440,45Union County,428.2,170.7
2441,45Williamsburg County,311.3,136.0
2442,45York County,263.0,139.3
2443,46Aurora County,319.8,
2444,46Beadle County,317.2,
2445,46Bennett County,404.6,
2446,46Bon Homme County,311.1,
2447,46Brookings County,285.7,
2448,46Brown County,279.6,
2449,46Brule County,327.0,
2450,46Buffalo County,678.8,
2451,46Butte County,280.1,
2452,46Campbell County,349.9,
2453,46Charles Mix County,320.6,
2454,46Clark County,302.7,
2455,46Clay County,330.7,
2456,46Codington County,287.4,
2457,46Corson County,470.3,
2458,46Custer County,276.8,
2459,46Davison County,302.5,
2460,46Day County,324.8,
2461,46Deuel County,280.2,
2462,46Dewey County,420.6,
2463,46Douglas County,307.4,
2464,46Edmunds County,282.9,
2465,46Fall River County,382.8,
2466,46Faulk County,282.9,
2467,46Grant County,305.9,
2468,46Gregory County,351.2,
2469,46Haakon County,281.1,
2470,46Hamlin County,288.3,
2471,46Hand County,324.9,
2472,46Hanson County,313.1,
2473,46Harding County,307.1,
2474,46Hughes County,217.6,
2475,46Hutchinson County,306.2,
2476,46Hyde County,292.2,
2477,46Jackson County,319.0,
2478,46Jerauld County,395.7,
2479,46Jones County,294.2,
2480,46Kingsbury County,285.7,
2481,46Lake County,280.0,
2482,46Lawrence County,267.3,
2483,46Lincoln County,231.5,
2484,46Lyman County,374.9,
2485,46McCook County,392.8,
2486,46McPherson County,289.4,
2487,46Marshall County,247.5,
2488,46Meade County,282.2,
2489,46Mellette County,372.3,
2490,46Miner County,318.0,
2491,46Minnehaha County,328.6,204.1
2492,46Moody County,326.6,
2493,46Oglala Lakota County,81.1,
2494,46Pennington County,305.0,
2495,46Perkins County,267.8,
2496,46Potter County,277.8,
2497,46Roberts County,337.5,
2498,46Sanborn County,325.6,
2499,46Spink County,303.6,
2500,46Stanley County,144.8,
2501,46Sully County,222.7,
2502,46Todd County,394.6,
2503,46Tripp County,318.5,
2504,46Turner County,402.5,
2505,46Union County,231.1,
2506,46Walworth County,318.6,
2507,46Yankton County,326.8,
2508,46Ziebach County,259.4,
2509,47Anderson County,391.9,155.2
2510,47Bedford County,506.1,207.7
2511,47Benton County,476.6,
2512,47Bledsoe County,365.3,
2513,47Blount County,299.0,140.8
2514,47Bradley County,463.0,148.1
2515,47Campbell County,510.6,
2516,47Cannon County,380.2,
2517,47Carroll County,641.3,
2518,47Carter County,425.9,
2519,47Cheatham County,419.7,155.6
2520,47Chester County,440.4,
2521,47Claiborne County,525.4,
2522,47Clay County,458.5,
2523,47Cocke County,660.9,
2524,47Coffee County,498.0,218.2
2525,47Crockett County,600.8,
2526,47Cumberland County,327.4,
2527,47Davidson County,349.3,176.3
2528,47Decatur County,491.8,
2529,47DeKalb County,410.1,
2530,47Dickson County,486.4,127.7
2531,47Dyer County,638.5,
2532,47Fayette County,392.4,189.4
2533,47Fentress County,425.0,
2534,47Franklin County,449.2,197.2
2535,47Gibson County,548.0,
2536,47Giles County,497.5,
2537,47Grainger County,414.2,165.6
2538,47Greene County,450.1,
2539,47Grundy County,504.8,
2540,47Hamblen County,412.1,
2541,47Hamilton County,362.4,157.7
2542,47Hancock County,445.0,
2543,47Hardeman County,459.6,
2544,47Hardin County,579.4,
2545,47Hawkins County,478.3,
2546,47Haywood County,447.3,
2547,47Henderson County,492.7,
2548,47Henry County,529.2,
2549,47Hickman County,446.9,
2550,47Houston County,470.8,
2551,47Humphreys County,488.2,
2552,47Jackson County,402.8,
2553,47Jefferson County,379.7,157.4
2554,47Johnson County,383.3,
2555,47Knox County,349.2,142.0
2556,47Lake County,630.0,
2557,47Lauderdale County,536.4,
2558,47Lawrence County,492.4,
2559,47Lewis County,413.4,
2560,47Lincoln County,504.5,194.9
2561,47Loudon County,294.4,151.8
2562,47McMinn County,470.0,
2563,47McNairy County,594.8,
2564,47Macon County,418.3,
2565,47Madison County,404.0,
2566,47Marion County,447.1,182.1
2567,47Marshall County,492.6,170.4
2568,47Maury County,351.6,
2569,47Meigs County,485.4,
2570,47Monroe County,379.9,
2571,47Montgomery County,382.8,115.0
2572,47Moore County,488.9,
2573,47Morgan County,375.4,
2574,47Obion County,488.3,
2575,47Overton County,460.6,
2576,47Perry County,471.7,
2577,47Pickett County,391.2,
2578,47Polk County,463.8,
2579,47Putnam County,366.7,
2580,47Rhea County,418.9,185.0
2581,47Roane County,444.7,165.9
2582,47Robertson County,422.1,187.6
2583,47Rutherford County,328.9,173.3
2584,47Scott County,460.0,
2585,47Sequatchie County,374.1,183.7
2586,47Sevier County,389.5,143.5
2587,47Shelby County,394.4,195.0
2588,47Smith County,379.9,
2589,47Stewart County,360.6,
2590,47Sullivan County,457.6,
2591,47Sumner County,353.7,209.3
2592,47Tipton County,412.7,189.0
2593,47Trousdale County,350.7,
2594,47Unicoi County,446.9,
2595,47Union County,432.3,
2596,47Van Buren County,357.7,
2597,47Warren County,382.6,
2598,47Washington County,379.4,
2599,47Wayne County,378.4,
2600,47Weakley County,393.9,
2601,47White County,377.8,
2602,47Williamson County,247.0,169.3
2603,47Wilson County,324.8,194.1
2604,48Anderson County,422.6,
2605,48Andrews County,412.6,
2606,48Angelina County,389.6,
2607,48Aransas County,349.2,
2608,48Archer County,364.8,
2609,48Armstrong County,481.7,
2610,48Atascosa County,366.5,167.3
2611,48Austin County,293.6,164.3
2612,48Bailey County,358.7,
2613,48Bandera County,304.4,173.8
2614,48Bastrop County,333.2,131.5
2615,48Baylor County,375.5,
2616,48Bee County,414.0,
2617,48Bell County,334.9,205.0
2618,48Bexar County,338.8,161.6
2619,48Blanco County,258.5,283.5
2620,48Borden County,352.4,
2621,48Bosque County,396.8,267.7
2622,48Bowie County,514.5,
2623,48Brazoria County,341.7,150.1
2624,48Brazos County,324.9,188.3
2625,48Brewster County,253.6,
2626,48Briscoe County,386.4,
2627,48Brooks County,381.7,
2628,48Brown County,450.3,
2629,48Burleson County,541.9,
